Company Name,Physical Address,Phone,FAX,Web,Business Description,NAICS,Employee(s),Annual Sales,Contact Person,Industry Description,Stock Exchange,Latitude,Longitude
JavisPropertySvcLLC,"87PantherPathDrHendersonville,NC28792-8440",8280001111,,,RealEstateManagement,531210,3,"$273,000",JeffreyLHarvey,OfficesofRealEstateAgentsandBrokers,,35.343985,-82.370941
PattersonDentalSupplyInc,"8848RedOakBlvd#FCharlotte,NC28217-5527",7040001111,,,Medical/Dental/HospitalEqpt&Supl(whls),423450,3,"$5,141,000",,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.141664,-80.909082
"BrooksAmyS,DDS","320SGreenStMorganton,NC28655-3527",8284381010,8284381044,DRBROOKSNC.COM,Dentists,621210,1,"$156,000",AmySBrooks,OfficesofDentists,,35.743803,-81.684367
GosnellPropertiesLLC,"100TaborRoadExtFlatRock,NC28731-6744",8280001111,,,RealEstateManagement,531210,2,"$182,000",DustinGosnell,OfficesofRealEstateAgentsandBrokers,,35.275579,-82.40081
FeaturedListingsLLC,"284MillbrookDrBrevard,NC28712-9468",8280001111,,,RealEstate,531210,2,"$198,000",GretchenHogan,OfficesofRealEstateAgentsandBrokers,,35.245496,-82.744012
ElSaborDelOceano,"1505HighlandsRdFranklin,NC28734-3502",8283477099,,,Foods-CarryOut,722513,4,"$148,000",,Limited-ServiceRestaurants,,35.175097,-83.354776
A1Gutters,"504SunsetMemorialRdForestCity,NC28043-7009",8282892531,,,Gutters&Downspouts,238160,2,"$185,000",,RoofingContractors,,35.323801,-81.897274
HarrisonConstructionCo,"101GoldviewRdAsheville,NC28804-8734",8286455161,,HARRISONCC.COM,Quarries,212321,13,"$2,296,000",,ConstructionSandandGravelMining,,35.68089,-82.600505
Stokes&CoCpas,"799WMillsSt#AColumbus,NC28722-8645",8288595051,8288595052,STOKESCPAS.COM,Accountants,541211,10,"$921,000",LarryRSwartz,OfficesofCertifiedPublicAccountants,,35.242228,-82.208977
BackwoodHauling,"1802RhyneRdDallas,NC28034-7620",7049131915,,,CutStone&StoneProducts(mfrs),327991,2,,VictorBlankenship,CutStoneandStoneProductManufacturing,,35.376006,-81.138828
ProWebSvc,"276WataugaVillageDr#HBoone,NC28607-5262",8282641200,,WEEKLYPROFITS.COM,ComputerTraining,611420,3,"$190,000",LCPeterson,ComputerTraining,,36.196276,-81.658227
HomeTrustBank,"685WMillsStColumbus,NC28722-",8288943021,8288948717,HOMETRUSTBANKING.COM,Banks,522110,12,"$1,928,000",SaraPhillips,CommercialBanking,,35.260238,-82.150057
"LinLing,DDS","500EParkerRdMorganton,NC28655-5113",8286089062,,,Dentists,621210,1,"$156,000",LingLin,OfficesofDentists,,35.729285,-81.654007
SundaySchool,"131BigValleyStBoone,NC28607-6579",8289639390,,FIRSTPRESBOONE.ORG,Schools,611110,10,,,ElementaryandSecondarySchools,,36.194381,-81.625278
UnitedSupportSvcInc,"2331CrwptExDr#JCharlotte,NC28227-7749",7048413544,7048413545,USSNC.ORG,CognitiveDisability-DevDisabilitySvcs,624310,150,,KieranMDean,VocationalRehabilitationServices,,35.142726,-80.72437
MedGasTech,"1850E3rdSt#240Charlotte,NC28204-3454",7045885575,7045887759,MEDGASTECH.COM,Physicians&SurgeonsEquip&Supls-Whls,423450,15,"$19,278,000",MikeVillela,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.209738,-80.826492
HighleyPropertiesLLC,"2315AshevilleHwy#30Hendersonville,NC28791-1561",8280001111,,,RealEstate,531210,3,"$273,000",,OfficesofRealEstateAgentsandBrokers,,35.343728,-82.474861
C1RealEstateLLC,"129BradshawCirCandler,NC28715-9492",8280001111,,,RealEstateManagement,531210,3,"$376,000",REIsrael,OfficesofRealEstateAgentsandBrokers,,35.558664,-82.698563
A/CInstallation&Svc,"3048StatesvilleRdNorthWilkesboro,NC28659-9123",3366674328,,,AirConditioningContractors&Systems,238220,2,"$191,000",HaroldFlynn,"Plumbing,Heating,andAir-ConditioningContractors",,36.134423,-81.103375
JamesCenterForAppalachian,"151CollegeSt#105Boone,NC28607-",8282626095,,JAMESCENTER.APPSTATE.EDU,University-CollegeDept/Facility/Office,611310,8,,IkeSmith,"Colleges,Universities,andProfessionalSchools",,36.200895,-81.661437
America'sHomePlace,"462WeavervilleRdAsheville,NC28804-1121",8286580402,,AMERICASHOMEPLACE.COM,HomeBuilders,236115,10,"$2,926,000",WayneBergeron,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.670686,-82.584162
WellsFargo,"109TownSqBurnsville,NC28714-2934",8286826131,8287653702,WELLSFARGO.COM,Banks,522110,10,"$1,398,000",GingerKorte,CommercialBanking,,35.917401,-82.298784
TyhHighCountryBottling,"712HegGreeneRdDeepGap,NC28618-9163",8282638122,,HIGHCOUNTRYWATER.COM,WaterCompanies-Bottled/Bulk&Etc,445298,4,"$209,000",,AllOtherSpecialtyFoodRetailers,,36.243043,-81.494852
KrussUSA,"1020CrewsRd#KMatthews,NC28105-7587",7048478933,7048479416,KRUSS-SCIENTIFIC.COM,LaboratoryEquipment&Supplies(whls),423490,13,"$14,013,000",MichaelFerraco,OtherProfessionalEquipmentandSuppliesMerchantWholesalers,,35.123842,-80.721241
D&DMotorCo,"506WUSHighway19EBypBurnsville,NC28714-7276",8286822836,,DDMOTORSNC.COM,Automobile/TrucksDealers-Used,441120,2,"$486,000",DouglasYoung,UsedCarDealers,,35.915033,-82.304402
AsrGrainCo,"1514NewHouseRdShelby,NC28150-7739",7040001111,,,GrainElevators,493130,2,"$296,000",StevenRGreene,FarmProductWarehousingandStorage,,35.359383,-81.653387
LibertyxBitcoinATM,"4307WilgroveMintHillRdMintHill,NC28227-3400",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.180199,-80.648205
SiskGrading,"1199USHighway221AForestCity,NC28043-5919",8282452428,8282484364,SISKGRADING.COM,MasonryContractors,238140,17,"$1,565,000",HermanSisk,MasonryContractors,,35.290308,-81.828305
AppalachianRegional,"336DeerfieldRdBoone,NC28607-5008",8282624100,,APPRHS.ORG,HealthCareManagement,541611,174,"$14,304,000",RichardSparks,AdministrativeManagementandGeneralManagementConsultingServices,,36.198346,-81.651475
Opti-RepsInc,"8037FairviewRd#DMintHill,NC28227-7666",7045451750,,OPTI-REPS.COM,OpticalGoods-Wholesale,423460,3,"$2,738,000",JanetDanner,OphthalmicGoodsMerchantWholesalers,,35.180867,-80.643737
LimtechIndustriesInc,"312SChestnutStGastonia,NC28054-4543",7042009965,,LIMTECHINDUSTRIES.COM,Manufacturers,339999,30,"$4,683,000",JackLim,AllOtherMiscellaneousManufacturing,,35.259982,-81.169718
WebbAutoSalesofWNCLLC,"744EUSHighway19EBurnsville,NC28714-8046",8280001111,,,Automobile/TrucksDealers-Used,441120,2,"$486,000",JefferyLWebb,UsedCarDealers,,35.915651,-82.268932
PapaJohns,"155HighlandsRdFranklin,NC28734-2709",8283491818,,PAPAJOHNS.COM,Pizza,722511,13,"$478,000",,Full-ServiceRestaurants,,35.18507,-83.370101
JEdwardsTrainingInc,"2539ElkCreekRdDeepGap,NC28618-9571",8280001111,,,TrainingConsultants,541612,2,"$152,000",JeremyREdwards,HumanResourcesConsultingServices,,36.206418,-81.564398
"DouglasAlfredV,DDS","1000SSterlingStMorganton,NC28655-3938",8284332566,8284332195,,Dentists,621210,1,"$156,000",AlfredVDouglas,OfficesofDentists,,35.730377,-81.673755
HuntersvilleOaks,"12019VerhoeffDrHuntersville,NC28078-9217",7048631000,7048631001,ATRIUMHEALTH.ORG,VocationalRehabilitationServices,624310,350,,TammyHanna,VocationalRehabilitationServices,,35.393936,-80.842776
AAAAutoPartsInc,"851CarFarmRdLincolnton,NC28092-7196",7047355085,,AAUSEDPARTS.COM,AutomobileParts-Used&Rebuilt(whls),423140,5,"$3,728,000",,MotorVehicleParts(Used)MerchantWholesalers,,35.518417,-81.199618
AdvancedCompostingTech,"9AsburyPl#ACandler,NC28715-",8286658600,,ADVANCEDCOMPOSTING.COM,Compost(mfrs),325315,10,"$4,793,000",KeithWarren,CompostManufacturing,,35.528594,-82.704924
SouthernSwitchgearSvcInc,"111BRobinsonsParkDrBessemerCity,NC28016-",7040001111,,,Switchgear/SwitchboardApparatus(mfrs),335313,2,"$435,000",,SwitchgearandSwitchboardApparatusManufacturing,,35.284615,-81.28171
Above-BeyondTowing-Recovery,"175KelMilRdWaynesville,NC28785-2449",8282765074,,,TowingEquipment-Automotive(whls),423120,2,"$1,966,000",BrendaEdwards,MotorVehicleSuppliesandNewPartsMerchantWholesalers,,35.603278,-83.012684
ArkDevelopmentGroup,"46HaywoodSt#358Asheville,NC28801-2749",7722429035,,,GeneralContractors,236115,3,,KevinReese,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.595854,-82.555192
ClevelandCountyHeadStart,"400WMarionStShelby,NC28150-5338",7044768064,7044768199,RISON.K12.AR.US,Schools-Pre-School/Kindergarten-Academic,624410,7,"$124,000",,ChildCareServices,,35.292674,-81.545532
HendersonvilleBoard-Realtors,"4SeasonsRealty739NMainHendersonville,NC28792-",8286928800,,HBOR-NC.COM,RealEstate,531210,10,"$907,000",SamanthaGragg,OfficesofRealEstateAgentsandBrokers,,35.378797,-82.411767
RightManagement,"6201FairviewRdCharlotte,NC28210-3289",7043421795,7043470787,MANPOWERGROUPUSA.COM,EmploymentCounseling,624310,8,,,VocationalRehabilitationServices,,35.151357,-80.836212
TwoRiversCommunitySchool,"1018ArchieCarrollRdBoone,NC28607-8506",8282625411,8282625412,TRCSBOONE.ORG,Schools,611110,29,,DavidRizor,ElementaryandSecondarySchools,,36.226983,-81.614837
MerrimanPropertiesLLC,"158SamaraDrHendersonville,NC28739-7170",8280001111,,,RealEstateManagement,531210,2,"$182,000",SarahMerriman,OfficesofRealEstateAgentsandBrokers,,35.330451,-82.52139
PolkCountyTransportation,"2881Nc108HwyEColumbus,NC28722-7721",8288948203,8288945913,POLKNC.GOV,TransportationLines,488510,16,,DianeTimberlake,FreightTransportationArrangement,,35.282019,-82.180014
ArthurMorganSchool,"60AmsCirBurnsville,NC28714-4939",8286754262,,ARTHURMORGANSCHOOL.ORG,Attorneys,541110,12,"$1,490,000",BrianOesch,OfficesofLawyers,,35.821397,-82.185651
LosTamalitos,"549HighlandsRdFranklin,NC28734-9544",8283696288,,LOSTAMALITOSMEXICANGRILL.COM,Restaurants,722511,5,"$184,000",ValeriaCalle,Full-ServiceRestaurants,,35.180279,-83.367418
MotorolaSolutions,"2TridentDrArden,NC28704-7744",8286872998,,,CommunicationEquipment-Manufacturers,334220,32,"$10,316,000",EdRiddle,RadioandTelevisionBroadcastingandWirelessCommunicationsEquipmentManufacturing,,35.467915,-82.581711
WaynesvilleFire&Safety,"130FrazierSt#6Waynesville,NC28786-3688",8282832054,,DIRTYHOODS.COM,SafetyConsultants,541612,3,"$397,000",ScottGalloway,HumanResourcesConsultingServices,,35.504047,-82.993549
Sue'sBeautyShop,"511WMainStBurnsville,NC28714-2834",8286822411,,,BeautySalons,812112,3,"$59,000",SueBodford,BeautySalons,,35.915721,-82.305439
BlowingRockResourcesLLP,"408GreenHillRdBlowingRock,NC28605-8209",8280001111,,,Resource&Referrals,541612,2,"$236,000",BobbyDPerry,HumanResourcesConsultingServices,,36.120073,-81.655125
LibertyxBitcoinATM,"800BriarCreekRdCharlotte,NC28205-6903",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.20682,-80.79891
KiddielandChildDevmntCtr,"2231SPostRdShelby,NC28152-7351",7044877005,,,ChildCareService,624410,6,"$106,000",MichelleChamber,ChildCareServices,,35.225333,-81.525575
NexpathCareerCoachingLLC,"223STorrenceStCharlotte,NC28204-3178",7040001111,,,Career&VocationalCounseling,624310,3,,,VocationalRehabilitationServices,,35.212104,-80.830469
Lucio'sRestaurant,"313HighlandsRdFranklin,NC28734-2764",8283696670,,,Restaurants,722511,9,"$331,000",TanyaGamboni,Full-ServiceRestaurants,,35.182994,-83.368625
SherrillIndustriesInc,"110DurkeeLnDallas,NC28034-9793",7049227871,,SHERRILLCM.COM,Manufacturers,339999,35,"$5,463,000",RickHargis,AllOtherMiscellaneousManufacturing,,35.31899,-81.218799
BaliSpa,"1530AlleghanyStCharlotte,NC28208-0808",9802377413,,MASSAGESPAS4U.COM,SoapDispensers(whls),423850,2,"$1,642,000",,ServiceEstablishmentEquipmentandSuppliesMerchantWholesalers,,35.23999,-80.896419
AbernethyGarage,"1472SCenterStHickory,NC28602-5219",8283247407,,,AutomobileRepairing&Service,811111,1,"$85,000",JoeAbernethy,GeneralAutomotiveRepair,,35.711573,-81.339854
WataugaCountySchools,"175PioneerTrlBoone,NC28607-8860",8282647190,8282647196,WATAUGACOUNTY.ORG,SchoolDistricts,611110,49,,ScottElliott,ElementaryandSecondarySchools,,36.229712,-81.660489
CCD-LLCNCPROPERTIESLLC,"339MerrimonAveAsheville,NC28801-1223",8280001111,,,RealEstateManagement,531210,4,"$501,000",CurtisCDonahue,OfficesofRealEstateAgentsandBrokers,,35.610685,-82.554583
KenmureEnterprisesInc,"10KenmureDrFlatRock,NC28731-8512",8286938481,8286933390,KENMURE.ORG,RealEstate,531210,6,"$545,000",HKing,OfficesofRealEstateAgentsandBrokers,,35.256612,-82.441157
AllianceKitchen&Bath,"202EMillsStColumbus,NC28722-8745",8288940521,,,PlumbingFixtures&Supplies-New-Retail,444180,1,"$217,000",ScottBurford,OtherBuildingMaterialDealers,,35.252919,-82.197107
BlueRidgeAluminumCo,"2212SmokeyParkHwy#100Candler,NC28715-",8287771162,,BLUERIDGEALUMINUM.COM,ScreenEnclosures,236118,2,"$586,000",DavidMayrand,ResidentialRemodelers,,35.54296,-82.731428
MccraryStoneSvcInc,"5WilliamsRdFletcher,NC28732-9430",8286845522,,MCCRARYSTONE.COM,Crushed&BrokenGranite,212313,3,"$1,339,000",WMMccrary,CrushedandBrokenGraniteMiningandQuarrying,,35.471476,-82.48261
KellerWilliamsRealty,"404SMainStHendersonville,NC28792-5304",8282901000,8282901010,HOMESFORSALEINHENDERSONVILLENC.COM,RealEstate,531210,160,"$14,511,000",GanorJourigan,OfficesofRealEstateAgentsandBrokers,,35.311204,-82.458686
Jill'sHairport,"212WMainStBurnsville,NC28714-2800",8286822415,,JILLSHAIRPORT.COM,BeautySalons,812112,8,"$157,000",JillAustin,BeautySalons,,35.917035,-82.302804
LinetAmericas,"10420HarrisOakBlvd#RCharlotte,NC28269-7531",7042485650,,LINETAMERICAS.COM,Physicians&SurgeonsEquip&Supls-Whls,423450,15,"$19,278,000",ColinBain,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.344195,-80.844337
HuddleHouse,"914GeorgiaRdFranklin,NC28734-1983",8285249324,,HUDDLEHOUSE.COM,Full-ServiceRestaurant,722511,20,"$736,000",ShaneWinters,Full-ServiceRestaurants,,35.162564,-83.391185
Freeman'sPub,"173WMainAveGastonia,NC28052-4154",7046714782,,,Brewers(mfrs),312120,19,"$28,269,000",BradfordFreeman,Breweries,,35.263654,-81.183276
TurtleIslandPreserve,"2683LittleLaurelRdBoone,NC28607-5431",8282652267,,TURTLEISLANDPRESERVE.ORG,NatureCenters,712190,2,,BarrettSmith,NatureParksandOtherSimilarInstitutions,,36.178025,-81.570985
LakeToxawayCo,"100WaterfallCirLakeToxaway,NC28747-9571",8289664260,8288843964,LAKETOXAWAY.COM,RealEstate,531210,10,"$987,000",ReginaldHeinitshIII,OfficesofRealEstateAgentsandBrokers,,35.12354,-82.932347
OutpostCafe,"7420DillardRdScalyMountain,NC28775-9301",8285261663,,HIGHLANDSOUTPOST.COM,Restaurants,722511,25,"$919,000",,Full-ServiceRestaurants,,35.022055,-83.306054
MaggieValleyQualityPlus,"3185DellwoodRdWaynesville,NC28786-7213",8289268188,,QUALITYOILNC.COM,ConvenienceStores,445131,4,"$1,341,000",SelinaWilliams,ConvenienceRetailers,,35.52344,-83.019039
DaleWHensleyAttorneyPC,"347EUSHighway19EBypBurnsville,NC28714-7166",8280001111,,,Attorneys,541110,2,"$249,000",DaleWHensley,OfficesofLawyers,,35.91535,-82.292738
ValleCrucisCommunityPark,"2892BroadstoneRdBannerElk,NC28604-",8289639239,,VALLECRUCISPARK.ORG,Parks,712190,5,"$467,000",,NatureParksandOtherSimilarInstitutions,,36.171794,-81.842809
ActConstructionEquipment,"10925MetromontPkwyCharlotte,NC28269-7505",7040001111,3363975199,ACTCE.COM,Trucks-Industrial(whls),423840,6,"$6,040,000",BrandonWilkinson,IndustrialSuppliesMerchantWholesalers,,35.354706,-80.835368
APMTerminals,"9300ArrowpointBlvdCharlotte,NC28273-8136",7045712768,7045714849,APMTERMINALS.COM,Cargo&FreightContainers(whls),423840,5,"$6,062,000",ErikaBarton,IndustrialSuppliesMerchantWholesalers,,35.137436,-80.919436
NewtonLawFirm,"29ToeRiverRdGreenMountain,NC28740-6061",8286829800,,PROXYGOAT.COM,Attorneys,541110,2,"$249,000",JeffNewton,OfficesofLawyers,,35.990936,-82.256818
EdneyvillePropertiesLLC,"1011OldSpartanburgRdHendersonville,NC28792-5453",8280001111,,,RealEstateManagement,531210,2,"$182,000",JoelWWrightIII,OfficesofRealEstateAgentsandBrokers,,35.304672,-82.442734
"MartinRusselE,DDS","401SGreenStMorganton,NC28655-3528",8284331242,8284373899,SMALLORTHO.COM,Dentists,621210,1,"$156,000",RusselEMartin,OfficesofDentists,,35.743854,-81.683588
GrahamTransportationSVCLLC,"305ZanderWoodsCtMtHolly,NC28120-8433",7040001111,,GTSSENIORTRANSPORTATION.COM,TransportationServices,485999,44,"$2,509,000",DionnaBGraham,AllOtherTransitandGroundPassengerTransportation,,35.343446,-81.021096
NorthCarolinaState,"1301FanningBridgeRdFletcher,NC28732-9237",8286871414,,WNCAGCENTER.ORG,RentalAgencies,531210,15,,SeanMckeon,OfficesofRealEstateAgentsandBrokers,,35.429144,-82.532829
YadkinValleyHeat&AirLLC,"639WaltBrewerRdNorthWilkesboro,NC28659-7632",3360001111,,,HeatingContractors,238220,2,"$191,000",JeffreyReed,"Plumbing,Heating,andAir-ConditioningContractors",,36.225381,-81.087446
"LawsDonny,ATY","131EMainStBurnsville,NC28714-2967",8286829645,,,Attorneys,541110,1,"$125,000",DonnyLaws,OfficesofLawyers,,35.917198,-82.294047
D-RInvestments,"4921NNc16BusinessHwyDenver,NC28037-7917",7049660009,,,Investments,523910,3,"$1,564,000",,MiscellaneousIntermediation,,35.550512,-81.05977
MuddyRiverDistillery,"1500RiverDr#100Belmont,NC28012-3587",3365164190,,MUDDYRIVERDISTILLERY.COM,Distillers(mfrs),312140,4,"$2,990,000",RobertJDelaney,Distilleries,,35.236986,-81.015
BlessingProPainters,"NorthWilkesboro,NC28659-",8286401280,,BLESSINGPROPAINTERS.COM,Painters,238320,2,"$191,000",,PaintingandWallCoveringContractors,,,
RhaHowell-Lakeview,"5927LakeviewDrCharlotte,NC28270-5235",7043665108,7043667572,,CognitiveDisability-DevDisabilitySvcs,624310,11,,JockidaRobimson,VocationalRehabilitationServices,,35.153055,-80.790101
CavendishBrewingCo,"207NChesterStGastonia,NC28052-2234",7040001111,,CAVENDISHBREWING.COM,Brewers(mfrs),312120,12,"$17,854,000",ScottCavendish,Breweries,,35.265662,-81.187725
AutoTrimDesign,"27915thStSEHickory,NC28602-1368",8283272150,8283274419,ATD828.COM,AutomotiveGlassCoating&Tinting,811122,2,"$168,000",,AutomotiveGlassReplacementShops,,35.731605,-81.312336
AppalachianRegionalInternal,"194DoctorsDrBoone,NC28607-5000",8283862746,8283862746,APPRHS.ORG,Physicians&Surgeons,621111,9,"$1,561,000",MaryEttaLong,OfficesofPhysicians(exceptMentalHealthSpecialists),,36.198251,-81.653287
PacoPropertiesLLC,"967FruitlandRdHendersonville,NC28792-2209",8280001111,,,RealEstateManagement,531210,2,"$182,000",PascualHernandez,OfficesofRealEstateAgentsandBrokers,,35.371854,-82.416313
EdwardJones,"841WHighway27Lincolnton,NC28092-8021",7042408724,,EDWARDJONES.COM,FinancialAdvisoryServices,523940,2,"$571,000",HReid,PortfolioManagementandInvestmentAdvice,,35.464562,-81.271092
Cpcc-NorthCampusAnnex,"6605WWTHarrisBlvd#FCharlotte,NC28269-2324",7043304223,,,Junior-CommunityCollege-TechInstitutes,611210,106,,,JuniorColleges,,35.342165,-80.837052
ArmstrongLawn,"Charlotte,NC28227-",7046221417,,,IrrigationSystems&Equipment(whls),423820,2,"$2,413,000",,FarmandGardenMachineryandEquipmentMerchantWholesalers,,35.178601,-80.701531
InterstateBatteries,"259IndustrialParkDrWaynesville,NC28786-9719",8284541975,8284541925,INTERSTATEBATTERIES.COM,BatterySupplies-Wholesale,423120,2,"$1,966,000",BenAnderson,MotorVehicleSuppliesandNewPartsMerchantWholesalers,,35.515777,-82.967813
TurningPointSvc,"17ForgaPlazaLoopWaynesville,NC28786-1932",8284524535,,TURNINGPOINTSERVICESINC.COM,HumanResourceConsultants,541612,4,"$529,000",AndrewThomas,HumanResourcesConsultingServices,,35.481019,-83.007242
DenverFinancialSvcLLC,"7328WebbsChapelCoveCtDenver,NC28037-6508",7040001111,,,FinancialAdvisoryServices,523940,2,"$571,000",CurtisWTaylor,PortfolioManagementandInvestmentAdvice,,35.526352,-81.002252
TraustBrewingCo,"128SMainStMtHolly,NC28120-1619",9802775135,,TRAUSTBREWING.COM,Brewers(mfrs),312120,11,"$16,366,000",EricGStevens,Breweries,,35.296535,-81.016647
AmericanTowing&Recovery,"1298OzoneDrSaluda,NC28773-9607",8286966979,,,WreckerService,488410,2,"$130,000",TrentonPace,MotorVehicleTowing,,35.244983,-82.329533
PetitProperties,"15SilversteenRdLakeToxaway,NC28747-6798",8289667800,,HOMESALESBREVARD.COM,RealEstate,531210,3,"$297,000",CindyPetit,OfficesofRealEstateAgentsandBrokers,,35.135982,-82.877516
WBWVILLC,"14CrestwoodLnAsheville,NC28804-3705",8280001111,,,PetroleumProducts(whls),424720,2,"$22,535,000",MerrellGEdneyJr,PetroleumandPetroleumProductsMerchantWholesalers(exceptBulkStationsandTerminals),,35.61523,-82.534663
SouthwesternNCResource,"589RaccoonRd#202Hazelwood,NC28786-3429",8284522519,,,Government-RelationsConsultants,541690,2,,TimothyGarrett,OtherScientificandTechnicalConsultingServices,,35.487404,-82.963608
Rick'sElectrical,"909StatesvilleRdNorthWilkesboro,NC28659-4718",3366675450,3366672774,RICKSELECTRICAL.COM,ElectricContractors,238210,12,"$1,146,000",RickWhitley,ElectricalContractorsandOtherWiringInstallationContractors,,36.162032,-81.124776
McDonald's,"664EMainStFranklin,NC28734-2656",8283690730,,MCDONALDS.COM,Limited-ServiceRestaurant,722513,45,"$1,654,000",JamesEDavis,Limited-ServiceRestaurants,,35.186991,-83.372108
TrademarkExteriors,"343EMillsStColumbus,NC28722-8746",8282293160,,,Contractors-Equip/Supls-Dlrs/Svc(whls),423810,8,"$10,594,000",KeishaPainter,ConstructionandMining(exceptOilWell)MachineryandEquipmentMerchantWholesalers,,35.255008,-82.195809
LibertyxBitcoinATM,"3116MiltonRdCharlotte,NC28215-5505",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.235478,-80.736797
CarolinaCornerstoneConstr,"832OldLeicesterHwyAsheville,NC28806-9774",8285150223,,CAROLINACORNERSTONECONSTRUCTION.COM,GeneralContractors,236115,12,"$3,511,000",ScottMacIlister,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.639451,-82.645894
AudioVideoSpecialties,"1801CrossBeamDr#ECharlotte,NC28217-2882",7043571287,,AVSPECIALTIES.NET,VacuumCleaningSystems(whls),423850,7,"$5,746,000",RichardDMarks,ServiceEstablishmentEquipmentandSuppliesMerchantWholesalers,,35.178466,-80.930183
JCVProperty,"225NathanCtFletcher,NC28732-6705",8284836691,,,RealEstate,531210,2,"$182,000",,OfficesofRealEstateAgentsandBrokers,,35.402137,-82.493796
"TimothyLeeT,DDS","300SMainStDrexel,NC28619-",8280001111,,RIVERARTSDENTISTRY.COM,Dentists,621210,1,"$156,000",LeeTTimothy,OfficesofDentists,,35.761573,-81.604641
ElledgeServices,"559WildwoodShadyLnNorthWilkesboro,NC28659-7249",3366702611,,,AirConditioningContractors&Systems,238220,2,"$191,000",,"Plumbing,Heating,andAir-ConditioningContractors",,36.218719,-81.147496
NSCarolinaStgeSysyemsInc,"838WallaceGroveDrShelby,NC28150-9213",7044822401,,WEB.SCRWA.ORG,Warehouses,493110,10,"$710,000",TCarlDedmon,GeneralWarehousingandStorage,,35.355379,-81.509464
BerringtonVillage,"1OvertonWayAsheville,NC28803-4509",8286772910,,BERRINGTON-APTS.COM,Contractors-Boarding&Housing,236116,8,"$2,341,000",,NewMultifamilyHousingConstruction(exceptFor-SaleBuilders),,35.549178,-82.464239
OnavsLLC,"924MainSt#220NorthWilkesboro,NC28659-4266",8284469112,,,ElectricContractors,238210,5,"$478,000",PhilipZanon,ElectricalContractorsandOtherWiringInstallationContractors,,36.159329,-81.147469
MtPathwaysMontessoriSchool,"453HowardsCreekRdBoone,NC28607-7548",8282625787,,MOUNTAIN-PATHWAYS.ORG,Schools,611110,10,,GlennGrizzard,ElementaryandSecondarySchools,,36.241593,-81.662615
AbleSepticTankSvc,"Burnsville,NC28714-",8286829883,,,SepticTanks/Systems-Cleaning/Repairing,238910,2,"$163,000",,SitePreparationContractors,,35.917232,-82.32441
LibertyxBitcoinATM,"127SMainStDavidson,NC28036-8096",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.498138,-80.84855
LarryDurhamElectrical,"181OakRidgeChurchRdHays,NC28635-9344",3366962987,,,ElectricContractors,238210,4,"$382,000",LarryDurham,ElectricalContractorsandOtherWiringInstallationContractors,,36.249181,-81.095194
AutoInspectionsIn&Out,"217USHighway70SWHickory,NC28602-5017",8282562992,,AUTOINSPECTIONSINOUT.COM,AutomobileRepairing&Service,811111,2,"$169,000",RockyTaylor,GeneralAutomotiveRepair,,35.716828,-81.340718
GuyRoofing,"ForestCity,NC28043-",8282454611,,GUYROOFING.COM,RoofingContractors,238160,2,"$185,000",,RoofingContractors,,35.328425,-81.86568
FreshChef,"179CrossCenterRdDenver,NC28037-5009",7049518375,,FRESHCHEFKITCHEN.COM,PersonalChefs,561311,50,"$1,979,000",PatParth,EmploymentPlacementAgencies,,35.442976,-80.995812
BackToIndependenceRehab,"4801ChastainAve#194Charlotte,NC28217-2136",9803350778,,BACKTOINDEPENDENCEREHAB.COM,VocationalRehabilitationServices,624310,4,,DarciPeround,VocationalRehabilitationServices,,35.176793,-80.880947
RLOPropertiesLLC,"172CheulahRdBrevard,NC28712-7463",8280001111,,,RealEstateManagement,531210,2,"$198,000",,OfficesofRealEstateAgentsandBrokers,,35.152799,-82.739796
EdIzlarConsultingCo,"108IvyCreekDrClyde,NC28721-0637",8280001111,,,Consultants-BusinessNEC,541618,2,"$252,000",EdwardPIzlar,OtherManagementConsultingServices,,35.560739,-82.879527
MJHCareersLLC,"Charlotte,NC28205-",7042499532,,,Career&VocationalCounseling,624310,4,,,VocationalRehabilitationServices,,35.243195,-80.799255
AdvocationsLLC,"310ArlingtonAve#304Charlotte,NC28203-4293",7040001111,,ADVOCATIONS.ORG,VocationalRehabilitationServices,624310,3,,MaryWalker,VocationalRehabilitationServices,,35.216727,-80.852842
Asheville-BuncombeTechnical,"303AirportRd#BArden,NC28704-8402",8283987716,,,Schools-Trade&Vocational,611519,5,,,OtherTechnicalandTradeSchools,,35.450129,-82.526921
